"","eventid","country_txt","latitude","longitude","attacktype1","targtype1","region","weaptype1","imonth","suicide","gname","guncertain1","doubtterr","groups"
"6026",201209090022,"Iraq",31.049176,46.266346,"3","7","10","6","9","0","Al-Qaida in Iraq","0","0",3
"6027",201209090023,"Iraq",31.049176,46.266346,"3","1","10","6","9","0","Al-Qaida in Iraq","0","0",3
"6028",201209090024,"Iraq",34.885611,44.63922,"2","3","10","5","9","0","Al-Qaida in Iraq","0","0",2
"6029",201209090025,"Iraq",30.499912,47.81673,"3","14","10","6","9","0","Al-Qaida in Iraq","0","0",3
"6030",201209090026,"Iraq",36.373718,42.451778,"3","14","10","6","9","0","Al-Qaida in Iraq","0","0",3
"6031",201209090027,"Iraq",34.19421,43.874931,"3","3","10","6","9","0","Al-Qaida in Iraq","0","0",3
"6032",201209090028,"Iraq",36.34,43.13,"3","14","10","6","9","0","Al-Qaida in Iraq","0","0",3
"6033",201209090029,"Iraq",36.34,43.13,"3","3","10","6","9","0","Al-Qaida in Iraq","0","0",3
"6035",201209090031,"Iraq",36.352145,43.379663,"1","4","10","6","9","0","Al-Qaida in Iraq","0","1",3
"6036",201209090032,"Iraq",33.291944,44.065556,"2","4","10","5","9","0","Al-Qaida in Iraq","0","1",2
"6037",201209090033,"Iraq",34.0475,43.986944,"3","20","10","6","9","0","Al-Qaida in Iraq","0","0",1
"6038",201209090034,"Iraq",34.885611,44.63922,"3","2","10","6","9","0","Al-Qaida in Iraq","0","0",3
"6039",201209090035,"Iraq",34.885611,44.63922,"3","3","10","6","9","0","Al-Qaida in Iraq","0","0",3
"6046",201209090048,"Iraq",33.324999,44.422009,"3","14","10","6","9","0","Al-Qaida in Iraq","0","0",3
"6047",201209090049,"Iraq",33.055154,44.371378,"3","14","10","6","9","0","Al-Qaida in Iraq","0","0",3
"6048",201209090050,"Iraq",33.54604,44.412808,"3","14","10","6","9","0","Al-Qaida in Iraq","0","0",3
"6431",201209300006,"Iraq",33.099934,44.583332,"3","14","10","6","9","0","Al-Qaida in Iraq","0","0",3
"6432",201209300007,"Iraq",33.509167,44.234167,"3","14","10","6","9","0","Al-Qaida in Iraq","0","0",3
"6433",201209300008,"Iraq",33.509167,44.234167,"3","14","10","6","9","0","Al-Qaida in Iraq","0","0",3
"6434",201209300009,"Iraq",33.509167,44.234167,"3","14","10","6","9","0","Al-Qaida in Iraq","0","0",3
"6435",201209300010,"Iraq",33.509167,44.234167,"3","14","10","6","9","0","Al-Qaida in Iraq","0","0",3
"6436",201209300011,"Iraq",33.3,44.433333,"3","3","10","6","9","1","Al-Qaida in Iraq","0","0",3
"6437",201209300012,"Iraq",32.505556,45.824722,"3","3","10","6","9","1","Al-Qaida in Iraq","0","0",3
"6438",201209300013,"Iraq",33.571807,44.536067,"3","14","10","6","9","0","Al-Qaida in Iraq","0","0",3
"6439",201209300014,"Iraq",34.239965,44.510157,"3","4","10","6","9","0","Al-Qaida in Iraq","0","1",3
"6440",201209300015,"Iraq",33.748535,44.626354,"3","3","10","6","9","0","Al-Qaida in Iraq","0","0",3
"6441",201209300016,"Iraq",33.361103,44.314193,"3","14","10","6","9","1","Al-Qaida in Iraq","0","0",3
"6442",201209300017,"Iraq",36.34,43.13,"3","4","10","6","9","0","Al-Qaida in Iraq","0","0",3
"6443",201209300018,"Iraq",35.992499,43.220881,"2","2","10","5","9","0","Al-Qaida in Iraq","0","0",2
"6444",201209300019,"Iraq",33.7,45.083333,"3","3","10","6","9","0","Al-Qaida in Iraq","0","0",3
"7115",201210270002,"Iraq",33.509167,44.234167,"3","14","10","6","10","0","Al-Qaida in Iraq","0","0",3
"7116",201210270003,"Iraq",33.389638,44.46091,"3","1","10","6","10","0","Al-Qaida in Iraq","0","0",3
"7117",201210270004,"Iraq",33.389638,44.46091,"3","14","10","6","10","0","Al-Qaida in Iraq","0","0",3
"7118",201210270005,"Iraq",33.33669,44.408735,"3","14","10","6","10","0","Al-Qaida in Iraq","0","0",3
"7119",201210270006,"Iraq",33.971279,44.926682,"9","14","10","13","10","0","Al-Qaida in Iraq","0","0",4
"7120",201210270007,"Iraq",33.971279,44.926682,"9","14","10","13","10","0","Al-Qaida in Iraq","0","0",4
"7121",201210270008,"Iraq",36.34,43.13,"2","14","10","5","10","0","Al-Qaida in Iraq","0","0",2
"7122",201210270009,"Iraq",36.34,43.13,"2","14","10","5","10","0","Al-Qaida in Iraq","0","0",2
"7123",201210270010,"Iraq",36.34,43.13,"3","14","10","6","10","0","Al-Qaida in Iraq","0","0",3
"7124",201210270011,"Iraq",34.885611,44.63922,"3","15","10","6","10","0","Al-Qaida in Iraq","0","0",3
"7125",201210270012,"Iraq",33.238757,44.339691,"3","3","10","6","10","0","Al-Qaida in Iraq","0","0",3
"7134",201210270023,"Iraq",36.34,43.13,"3","15","10","6","10","0","Al-Qaida in Iraq","0","0",3
"7151",201210270043,"Iraq",33.238757,44.339691,"3","14","10","6","10","0","Al-Qaida in Iraq","0","0",3
"7155",201210280005,"Iraq",33.361103,44.314193,"3","14","10","6","10","0","Al-Qaida in Iraq","0","0",3
"7156",201210280007,"Iraq",33.238757,44.339691,"3","20","10","6","10","0","Al-Qaida in Iraq","0","0",3
"7157",201210280008,"Iraq",33.361103,44.314193,"3","20","10","6","10","0","Al-Qaida in Iraq","0","0",3
"7164",201210280018,"Iraq",33.099934,44.583332,"3","14","10","6","10","0","Al-Qaida in Iraq","0","0",3
"7165",201210280019,"Iraq",33.099934,44.583332,"3","14","10","6","10","0","Al-Qaida in Iraq","0","0",3
"7538",201211140007,"Iraq",35.468763,44.391003,"3","14","10","6","11","0","Al-Qaida in Iraq","1","0",3
"8162",201212120028,"Iraq",33.33669,44.408735,"3","3","10","6","12","1","Al-Qaida in Iraq","0","0",3
"8464",201212310003,"Iraq",32.77578,44.300991,"3","14","10","6","12","0","Al-Qaida in Iraq","0","0",3
"8465",201212310004,"Iraq",32.77578,44.300991,"3","14","10","6","12","0","Al-Qaida in Iraq","0","0",3
"8466",201212310005,"Iraq",32.77578,44.300991,"3","14","10","6","12","0","Al-Qaida in Iraq","0","0",3
"8467",201212310006,"Iraq",32.483321,44.433642,"3","2","10","6","12","0","Al-Qaida in Iraq","0","0",3
"8468",201212310007,"Iraq",33.3,44.433333,"3","14","10","6","12","1","Al-Qaida in Iraq","0","0",3
"8469",201212310008,"Iraq",32.985014,44.356415,"3","14","10","6","12","0","Al-Qaida in Iraq","0","0",3
"8470",201212310009,"Iraq",32.483321,44.433642,"3","15","10","6","12","0","Al-Qaida in Iraq","0","0",3
"8471",201212310010,"Iraq",33.75,44.633333,"2","2","10","5","12","0","Al-Qaida in Iraq","0","0",2
"8472",201212310011,"Iraq",33.773349,45.14945,"3","17","10","6","12","0","Al-Qaida in Iraq","0","0",3
"8473",201212310012,"Iraq",35.468763,44.391003,"3","3","10","6","12","0","Al-Qaida in Iraq","0","0",3
"8474",201212310014,"Iraq",34.885611,44.63922,"3","3","10","6","12","0","Al-Qaida in Iraq","0","0",3
"8475",201212310015,"Iraq",33.850582,44.519741,"3","15","10","6","12","0","Al-Qaida in Iraq","0","0",3
"8476",201212310016,"Iraq",35.468763,44.391003,"3","4","10","6","12","1","Al-Qaida in Iraq","0","0",5
"8477",201212310017,"Iraq",35.468763,44.391003,"2","4","10","5","12","0","Al-Qaida in Iraq","0","1",2
"8478",201212310018,"Iraq",33.238757,44.339691,"3","14","10","6","12","0","Al-Qaida in Iraq","0","0",3
"8479",201212310019,"Iraq",33.7,45.083333,"3","14","10","6","12","0","Al-Qaida in Iraq","0","0",3
"8484",201212310024,"Iraq",34.19421,43.874931,"3","3","10","6","12","0","Al-Qaida in Iraq","0","0",3
"8485",201212310025,"Iraq",36.34,43.13,"2","3","10","5","12","0","Al-Qaida in Iraq","0","0",2
"8486",201212310027,"Iraq",33.281965,44.25529,"2","2","10","5","12","0","Al-Qaida in Iraq","0","0",2
"8874",201301150001,"Iraq",33.349965,43.783123,"3","2","10","6","1","1","Al-Qaida in Iraq","0","0",3
"8875",201301150002,"Iraq",33.749594,44.633742,"3","14","10","6","1","0","Al-Qaida in Iraq","0","0",3
"8888",201301150018,"Iraq",36.34,43.13,"2","4","10","5","1","0","Al-Qaida in Iraq","0","0",2
"8906",201301160009,"Iraq",33.349693,43.783526,"3","14","10","6","1","0","Al-Qaida in Iraq","0","0",3
"8909",201301160012,"Iraq",35.46872,44.392176,"3","14","10","6","1","1","Al-Qaida in Iraq","0","0",3
"8910",201301160013,"Iraq",35.46883,44.39098,"3","14","10","6","1","1","Al-Qaida in Iraq","0","0",3
"8911",201301160014,"Iraq",34.885596,44.639247,"3","22","10","6","1","0","Al-Qaida in Iraq","0","0",3
"8912",201301160015,"Iraq",33.326567,44.421297,"2","3","10","5","1","0","Al-Qaida in Iraq","0","0",2
"8913",201301160016,"Iraq",33.325375,44.421896,"3","3","10","6","1","0","Al-Qaida in Iraq","0","0",3
"8914",201301160017,"Iraq",33.325375,44.421896,"2","4","10","5","1","0","Al-Qaida in Iraq","0","1",2
"8915",201301160018,"Iraq",33.325375,44.421896,"3","3","10","6","1","0","Al-Qaida in Iraq","0","0",3
"8916",201301160019,"Iraq",34.604326,43.68557,"3","4","10","6","1","0","Al-Qaida in Iraq","0","0",3
"8917",201301160020,"Iraq",34.929167,43.493056,"3","20","10","6","1","0","Al-Qaida in Iraq","0","0",3
"8918",201301160021,"Iraq",34.604326,43.68557,"2","4","10","5","1","0","Al-Qaida in Iraq","0","1",2
"8922",201301160025,"Iraq",33.325,44.422,"3","1","10","6","1","0","Al-Qaida in Iraq","0","0",3
"8923",201301160026,"Iraq",35.318497,43.786136,"3","3","10","6","1","0","Al-Qaida in Iraq","0","0",3
"8924",201301160027,"Iraq",32.559835,41.919696,"3","17","10","6","1","0","Al-Qaida in Iraq","0","0",1
"8939",201301170007,"Iraq",33.85,44.233333,"3","14","10","6","1","0","Al-Qaida in Iraq","0","0",3
"8940",201301170008,"Iraq",33.85,44.233333,"3","4","10","6","1","0","Al-Qaida in Iraq","0","0",3
"8941",201301170009,"Iraq",32.625335,44.025134,"3","14","10","6","1","0","Al-Qaida in Iraq","0","0",3
"8942",201301170010,"Iraq",32.483478,44.433315,"3","14","10","6","1","0","Al-Qaida in Iraq","0","0",3
"8943",201301170011,"Iraq",33.356781,44.484232,"3","4","10","6","1","0","Al-Qaida in Iraq","0","0",3
"8944",201301170012,"Iraq",33.759156,45.155717,"3","14","10","6","1","0","Al-Qaida in Iraq","0","0",3
"8945",201301170013,"Iraq",33.759156,45.155717,"3","14","10","6","1","0","Al-Qaida in Iraq","0","0",3
"8946",201301170014,"Iraq",33.759156,45.155717,"3","14","10","6","1","0","Al-Qaida in Iraq","0","0",3
"8947",201301170015,"Iraq",35.318497,43.786136,"3","20","10","6","1","0","Al-Qaida in Iraq","0","0",3
"8948",201301170016,"Iraq",35.079486,44.8571,"2","3","10","5","1","0","Al-Qaida in Iraq","0","0",2
"8949",201301170017,"Iraq",36.340001,43.13,"2","4","10","5","1","0","Al-Qaida in Iraq","0","1",2
"8950",201301170018,"Iraq",33.322502,44.377727,"3","14","10","6","1","0","Al-Qaida in Iraq","0","0",3
"8953",201301170021,"Iraq",32.6143,44.02483,"3","1","10","6","1","0","Al-Qaida in Iraq","0","0",3
"8959",201301170035,"Iraq",33.325,44.422,"2","2","10","5","1","0","Al-Qaida in Iraq","0","0",2
"9071",201301230001,"Iraq",34.88562,44.639339,"3","14","10","6","1","1","Al-Qaida in Iraq","1","0",3
"9375",201302030002,"Iraq",35.46883,44.39098,"3","3","10","6","2","1","Al-Qaida in Iraq","1","0",3
"9401",201302040014,"Iraq",35.46883,44.39098,"2","21","10","5","2","0","Al-Qaida in Iraq","1","0",2
"9416",201302050004,"Iraq",33.529444,44.2775,"3","4","10","6","2","1","Al-Qaida in Iraq","1","0",3
"9502",201302090006,"Iraq",33.300188,44.240728,"3","13","10","6","2","0","Mukhtar Army","0","0",3
"9672",201302160006,"Iraq",36.377344,42.448742,"1","2","10","6","2","1","Al-Qaida in Iraq","1","0",2
"9713",201302170005,"Iraq",33.374692,44.44754,"3","14","10","6","2","0","Al-Qaida in Iraq","0","0",3
"9714",201302170006,"Iraq",33.374692,44.44754,"3","19","10","6","2","0","Al-Qaida in Iraq","0","0",3
"9715",201302170007,"Iraq",33.374692,44.44754,"3","14","10","6","2","0","Al-Qaida in Iraq","0","0",3
"9716",201302170008,"Iraq",33.366592,44.486132,"3","14","10","6","2","0","Al-Qaida in Iraq","0","0",3
"9717",201302170009,"Iraq",33.318695,44.504572,"3","14","10","6","2","0","Al-Qaida in Iraq","0","0",3
"9718",201302170010,"Iraq",33.349673,44.515387,"3","14","10","6","2","0","Al-Qaida in Iraq","0","0",3
"9719",201302170011,"Iraq",33.300188,44.432388,"3","1","10","6","2","0","Al-Qaida in Iraq","0","0",3
"9721",201302170013,"Iraq",33.344224,44.43565,"3","14","10","6","2","0","Al-Qaida in Iraq","0","0",3
"9722",201302170014,"Iraq",33.368743,44.486733,"3","14","10","6","2","0","Al-Qaida in Iraq","0","0",3
"9868",201302230003,"Iraq",33.75,44.633333,"3","2","10","6","2","1","Al-Qaida in Iraq","1","0",3
"9957",201302260004,"Iraq",33.570005,44.545333,"3","14","10","6","2","0","Al-Qaida in Iraq","1","0",3
"9997",201302280003,"Iraq",33.325,44.422,"3","1","10","6","2","0","Al-Qaida in Iraq","1","0",3
"9998",201302280004,"Iraq",33.325,44.422,"3","3","10","6","2","0","Al-Qaida in Iraq","1","0",3
"10028",201303010004,"Iraq",31.989167,44.924722,"3","14","10","6","3","0","Al-Qaida in Iraq","0","0",3
"10079",201303040001,"Iraq",36.34,43.13,"3","3","10","6","3","1","Al-Qaida in Iraq","1","0",3
"10080",201303040002,"Iraq",33.038056,40.284444,"3","4","10","6","3","0","Al-Qaida in Iraq","0","1",3
"10347",201303140001,"Iraq",33.325,44.422,"3","2","10","6","3","0","Al-Qaida in Iraq","0","0",3
"10348",201303140002,"Iraq",33.325,44.422,"3","2","10","6","3","0","Al-Qaida in Iraq","0","0",3
"10349",201303140003,"Iraq",33.325,44.422,"3","2","10","6","3","0","Al-Qaida in Iraq","0","0",3
"10350",201303140004,"Iraq",33.325,44.422,"3","2","10","6","3","1","Al-Qaida in Iraq","0","0",3
"10356",201303140014,"Iraq",36.229574,42.236244,"1","14","10","5","3","0","Al-Qaida in Iraq","1","0",2
"10458",201303190004,"Iraq",33.321917,44.48659,"3","1","10","6","3","0","Al-Qaida in Iraq","0","0",3
"10459",201303190005,"Iraq",33.380328,44.396927,"3","2","10","6","3","0","Al-Qaida in Iraq","0","0",3
"10460",201303190006,"Iraq",33.307577,44.390259,"3","1","10","6","3","0","Al-Qaida in Iraq","0","0",3
"10461",201303190007,"Iraq",33.305081,44.488947,"3","14","10","6","3","0","Al-Qaida in Iraq","0","0",3
"10462",201303190008,"Iraq",33.389934,44.460652,"3","19","10","6","3","0","Al-Qaida in Iraq","0","0",3
"10463",201303190009,"Iraq",33.389934,44.460652,"3","14","10","6","3","0","Al-Qaida in Iraq","0","0",3
"10473",201303190023,"Iraq",36.34,43.13,"3","3","10","6","3","1","Al-Qaida in Iraq","0","0",3
"10474",201303190024,"Iraq",32.88504,44.348,"3","4","10","6","3","1","Al-Qaida in Iraq","0","0",3
"10475",201303190025,"Iraq",33.389934,44.460652,"3","3","10","6","3","0","Al-Qaida in Iraq","0","0",3
"10476",201303190026,"Iraq",33.462707,44.157787,"3","1","10","6","3","0","Al-Qaida in Iraq","0","0",3
"10477",201303190027,"Iraq",33.54631,44.413457,"3","1","10","6","3","0","Al-Qaida in Iraq","0","0",3
"10478",201303190028,"Iraq",33.664354,44.373779,"3","4","10","6","3","0","Al-Qaida in Iraq","0","1",3
"10479",201303190029,"Iraq",33.251506,44.507801,"3","3","10","6","3","0","Al-Qaida in Iraq","0","0",3
"10480",201303190030,"Iraq",33.055191,44.37141,"3","3","10","6","3","0","Al-Qaida in Iraq","0","0",3
"10481",201303190031,"Iraq",33.325,44.422,"3","14","10","6","3","0","Al-Qaida in Iraq","0","0",3
"10484",201303190034,"Iraq",32.88504,44.348,"3","14","10","6","3","0","Al-Qaida in Iraq","0","0",3
"10485",201303190035,"Iraq",33.325,44.422,"3","14","10","6","3","0","Al-Qaida in Iraq","0","0",3
"10486",201303190038,"Iraq",33.699208,45.083714,"3","3","10","6","3","1","Al-Qaida in Iraq","0","0",3
"10487",201303190039,"Iraq",33.37032,44.278321,"3","14","10","6","3","0","Al-Qaida in Iraq","0","0",3
"10488",201303190040,"Iraq",33.367381,44.403291,"3","8","10","6","3","0","Al-Qaida in Iraq","0","0",3
"10823",201304010003,"Iraq",32.559761,41.919646,"6","1","10","5","4","0","Al-Qaida in Iraq","1","0",4
"10962",201304060010,"Iraq",33.75,44.633333,"3","14","10","6","4","1","Al-Qaida in Iraq","1","0",3
"11365",201304180002,"Iraq",33.297678,44.290423,"3","1","10","6","4","1","Islamic State of Iraq and the Levant (ISIL)","1","0",5
"11437",201304200018,"Iraq",32.985052,44.356585,"3","2","10","6","4","0","Islamic State of Iraq and the Levant (ISIL)","1","0",1
"11438",201304200019,"Iraq",33.05486,44.366541,"3","2","10","6","4","0","Islamic State of Iraq and the Levant (ISIL)","1","0",1
"11439",201304200020,"Iraq",34.194765,43.874531,"3","2","10","6","4","0","Islamic State of Iraq and the Levant (ISIL)","1","0",1
"11914",201305040009,"Iraq",35.328571,43.977871,"6","17","10","13","5","0","Ansar al-Islam","0","0",2
"12313",201305140006,"Iraq",33.325,44.422,"2","1","10","5","5","0","Muslim Fundamentalists","1","0",4
"12372",201305160006,"Iraq",33.3896,44.460268,"3","14","10","6","5","0","Islamic State of Iraq and the Levant (ISIL)","1","0",1
"12373",201305160007,"Iraq",33.325,44.422,"3","14","10","6","5","0","Islamic State of Iraq and the Levant (ISIL)","1","0",1
"12374",201305160008,"Iraq",33.325,44.422,"3","3","10","6","5","0","Islamic State of Iraq and the Levant (ISIL)","1","0",1
"12421",201305180004,"Iraq",33.43359,43.305845,"6","3","10","5","5","0","Muslim Fundamentalists","1","0",4
"12732",201305270013,"Iraq",33.223735,44.338162,"3","14","10","6","5","0","Islamic State of Iraq and the Levant (ISIL)","1","0",1
"12737",201305270018,"Iraq",33.362392,44.44178,"3","1","10","6","5","0","Islamic State of Iraq and the Levant (ISIL)","1","0",1
"12738",201305270019,"Iraq",33.362392,44.44178,"3","1","10","6","5","0","Islamic State of Iraq and the Levant (ISIL)","1","0",1
"12739",201305270020,"Iraq",33.320488,44.419098,"3","14","10","6","5","0","Islamic State of Iraq and the Levant (ISIL)","1","0",1
"12740",201305270021,"Iraq",33.381146,44.34494,"3","14","10","6","5","0","Islamic State of Iraq and the Levant (ISIL)","1","0",1
"12741",201305270022,"Iraq",33.30686,44.489036,"3","15","10","6","5","0","Islamic State of Iraq and the Levant (ISIL)","1","0",1
"12742",201305270023,"Iraq",33.338918,44.400381,"3","14","10","6","5","0","Islamic State of Iraq and the Levant (ISIL)","1","0",1
"12743",201305270024,"Iraq",33.268315,44.34494,"3","14","10","6","5","0","Islamic State of Iraq and the Levant (ISIL)","1","0",1
"12746",201305270027,"Iraq",33.1,44.583333,"3","14","10","6","5","0","Islamic State of Iraq and the Levant (ISIL)","1","0",1
"12748",201305270029,"Iraq",33.223114,44.540776,"3","14","10","6","5","0","Islamic State of Iraq and the Levant (ISIL)","1","0",1
"12749",201305270030,"Iraq",33.462953,44.151306,"3","14","10","6","5","0","Islamic State of Iraq and the Levant (ISIL)","1","0",1
"12750",201305270031,"Iraq",33.339048,44.401219,"3","14","10","6","5","0","Islamic State of Iraq and the Levant (ISIL)","1","0",1
"12752",201305270033,"Iraq",33.325,44.422,"3","14","10","6","5","0","Islamic State of Iraq and the Levant (ISIL)","1","0",1
"12786",201305280016,"Iraq",36.34,43.13,"2","3","10","5","5","0","Islamic State of Iraq and the Levant (ISIL)","1","0",2
"12850",201305300008,"Iraq",33.325,44.422,"3","14","10","6","5","0","Islamic State of Iraq and the Levant (ISIL)","1","0",1
"12851",201305300009,"Iraq",33.298743,44.4229,"3","3","10","6","5","0","Islamic State of Iraq and the Levant (ISIL)","1","0",1
"12853",201305300011,"Iraq",33.24723,44.356256,"3","3","10","6","5","0","Islamic State of Iraq and the Levant (ISIL)","1","0",1
"12855",201305300013,"Iraq",36.373718,42.451778,"3","4","10","6","5","1","Islamic State of Iraq and the Levant (ISIL)","1","0",5
"13048",201306060004,"Iraq",33.51111,44.237875,"3","3","10","6","6","1","Islamic State of Iraq and the Levant (ISIL)","1","0",5
"13069",201306070004,"Iraq",32.537552,41.921997,"3","3","10","6","6","1","Islamic State of Iraq and the Levant (ISIL)","1","0",5
"13105",201306090007,"Iraq",33.403275,43.910064,"1","17","10","5","6","0","Islamic State of Iraq and the Levant (ISIL)","1","0",2
"13139",201306100016,"Iraq",33.636465,44.429219,"3","14","10","6","6","1","Islamic State of Iraq and the Levant (ISIL)","1","0",5
"13140",201306100017,"Iraq",33.510596,44.232419,"3","14","10","6","6","0","Islamic State of Iraq and the Levant (ISIL)","1","0",1
"13174",201306110011,"Iraq",34.191111,44.995,"6","14","10","5","6","0","Islamic State of Iraq and the Levant (ISIL)","0","0",4
"13189",201306110026,"Iraq",33.795982,44.65456,"3","20","10","6","6","0","Islamic State of Iraq and the Levant (ISIL)","1","0",1
"13232",201306130009,"Iraq",36.338359,43.142567,"1","14","10","5","6","0","Islamic State of Iraq and the Levant (ISIL)","1","0",2
"13259",201306150001,"Iraq",33.300218,44.246509,"3","13","10","6","6","0","Mukhtar Army","0","0",3
"13296",201306160004,"Iraq",33.023058,44.447733,"3","1","10","6","6","0","Islamic State of Iraq and the Levant (ISIL)","1","0",1
"13302",201306160010,"Iraq",32.699489,45.751648,"3","1","10","6","6","0","Islamic State of Iraq and the Levant (ISIL)","1","0",1
"13303",201306160011,"Iraq",32.505556,45.824722,"3","15","10","6","6","0","Islamic State of Iraq and the Levant (ISIL)","1","0",1
"13304",201306160012,"Iraq",30.5,47.816667,"3","14","10","6","6","0","Islamic State of Iraq and the Levant (ISIL)","1","0",1
"13305",201306160013,"Iraq",30.5,47.816667,"3","3","10","6","6","0","Islamic State of Iraq and the Levant (ISIL)","1","0",1
"13306",201306160014,"Iraq",31.048228,46.260281,"3","14","10","6","6","0","Islamic State of Iraq and the Levant (ISIL)","1","0",1
"13307",201306160015,"Iraq",31.048228,46.260281,"3","14","10","6","6","0","Islamic State of Iraq and the Levant (ISIL)","1","0",1
"13308",201306160016,"Iraq",32.002835,44.33733,"3","14","10","6","6","0","Islamic State of Iraq and the Levant (ISIL)","1","0",1
"13309",201306160017,"Iraq",33.056405,44.366372,"3","14","10","6","6","0","Islamic State of Iraq and the Levant (ISIL)","1","0",1
"13310",201306160018,"Iraq",33.099825,44.583466,"3","14","10","6","6","0","Islamic State of Iraq and the Levant (ISIL)","1","0",1
